,evaporation,rainfall
2009-06-20 21:00:00,1.1,0.0
2009-06-20 22:00:00,1.1,0.0
2009-06-20 23:00:00,1.1,0.0
2009-06-21 00:00:00,1.1,0.0
2009-06-21 01:00:00,1.1,0.0
2009-06-21 02:00:00,1.1,0.0
2009-06-21 03:00:00,1.1,0.0
2009-06-21 04:00:00,1.1,0.0
2009-06-21 05:00:00,1.1,0.0
2009-06-21 06:00:00,1.1,0.0
2009-06-21 07:00:00,1.1,0.0
2009-06-21 08:00:00,1.1,0.0
2009-06-21 09:00:00,1.1,0.0
2009-06-21 10:00:00,1.1,0.0
2009-06-21 11:00:00,1.09,0.0
2009-06-21 12:00:00,1.09,0.0
2009-06-21 13:00:00,1.08,0.0
2009-06-21 14:00:00,1.07,0.0
2009-06-21 15:00:00,1.06,0.0
2009-06-21 16:00:00,1.05,0.0
2009-06-21 17:00:00,1.04,0.0
2009-06-21 18:00:00,1.03,0.0
2009-06-21 19:00:00,1.03,0.0
2009-06-21 20:00:00,1.02,0.0
2009-06-21 21:00:00,1.01,0.0
2009-06-21 22:00:00,1.01,0.0
2009-06-21 23:00:00,1.0,0.0
2009-06-22 00:00:00,0.99,0.0
2009-06-22 01:00:00,0.98,0.0
2009-06-22 02:00:00,0.97,0.0
2009-06-22 03:00:00,0.96,0.0
2009-06-22 04:00:00,0.96,0.0
2009-06-22 05:00:00,0.95,0.0
2009-06-22 06:00:00,0.95,0.0
2009-06-22 07:00:00,0.94,0.0
2009-06-22 08:00:00,0.94,0.0
2009-06-22 09:00:00,0.94,0.0
2009-06-22 10:00:00,0.94,0.0
2009-06-22 11:00:00,0.94,0.0
2009-06-22 12:00:00,0.94,0.0
2009-06-22 13:00:00,0.94,0.0
2009-06-22 14:00:00,0.94,0.0
2009-06-22 15:00:00,0.94,0.0
2009-06-22 16:00:00,0.94,0.0
2009-06-22 17:00:00,0.94,0.0
2009-06-22 18:00:00,0.94,0.0
2009-06-22 19:00:00,0.94,0.0
2009-06-22 20:00:00,0.94,0.0
2009-06-22 21:00:00,0.94,0.0
2009-06-22 22:00:00,0.94,0.0
2009-06-22 23:00:00,0.94,0.0
2009-06-23 00:00:00,0.94,0.0
2009-06-23 01:00:00,0.94,0.0
2009-06-23 02:00:00,0.94,0.0
2009-06-23 03:00:00,0.94,0.0
2009-06-23 04:00:00,0.94,0.0
2009-06-23 05:00:00,0.94,0.0
2009-06-23 06:00:00,0.94,0.0
2009-06-23 07:00:00,0.94,0.0
2009-06-23 08:00:00,0.94,0.0
2009-06-23 09:00:00,0.94,0.0
2009-06-23 10:00:00,0.94,0.0
2009-06-23 11:00:00,0.94,0.0
2009-06-23 12:00:00,0.94,0.0
2009-06-23 13:00:00,0.94,0.0
2009-06-23 14:00:00,0.94,0.0
2009-06-23 15:00:00,0.94,0.0
2009-06-23 16:00:00,0.94,0.0
2009-06-23 17:00:00,0.94,0.0
2009-06-23 18:00:00,0.94,0.0
2009-06-23 19:00:00,0.94,0.0
2009-06-23 20:00:00,0.94,0.0
2009-06-23 21:00:00,0.94,0.0
2009-06-23 22:00:00,0.94,0.0
2009-06-23 23:00:00,0.93,0.0
2009-06-24 00:00:00,0.92,0.0
2009-06-24 01:00:00,0.91,0.0
2009-06-24 02:00:00,0.9,0.0
2009-06-24 03:00:00,0.89,0.0
2009-06-24 04:00:00,0.88,0.0
2009-06-24 05:00:00,0.87,0.0
2009-06-24 06:00:00,0.87,0.0
2009-06-24 07:00:00,0.86,0.0
2009-06-24 08:00:00,0.86,0.0
2009-06-24 09:00:00,0.86,0.0
2009-06-24 10:00:00,0.86,0.0
2009-06-24 11:00:00,0.86,0.0
2009-06-24 12:00:00,0.86,0.0
2009-06-24 13:00:00,0.86,0.0
2009-06-24 14:00:00,0.86,0.0
2009-06-24 15:00:00,0.86,0.0
2009-06-24 16:00:00,0.86,0.0
2009-06-24 17:00:00,0.86,0.0
2009-06-24 18:00:00,0.86,0.0
2009-06-24 19:00:00,0.86,0.0
2009-06-24 20:00:00,0.86,0.0
2009-06-24 21:00:00,0.86,0.0
2009-06-24 22:00:00,0.86,0.0
2009-06-24 23:00:00,0.86,0.0
2009-06-25 00:00:00,0.86,0.0
2009-06-25 01:00:00,0.86,0.0
2009-06-25 02:00:00,0.86,0.0
2009-06-25 03:00:00,0.86,0.0
2009-06-25 04:00:00,0.86,0.0
2009-06-25 05:00:00,0.86,0.0
2009-06-25 06:00:00,0.86,0.0
2009-06-25 07:00:00,0.86,0.0
2009-06-25 08:00:00,0.86,0.0
2009-06-25 09:00:00,0.86,0.0
2009-06-25 10:00:00,0.86,0.0
2009-06-25 11:00:00,0.86,0.0
2009-06-25 12:00:00,0.86,0.0
2009-06-25 13:00:00,0.86,0.0
2009-06-25 14:00:00,0.86,0.0
2009-06-25 15:00:00,0.86,0.0
2009-06-25 16:00:00,0.86,0.0
2009-06-25 17:00:00,0.86,0.0
2009-06-25 18:00:00,0.86,0.0
2009-06-25 19:00:00,0.86,0.0
2009-06-25 20:00:00,0.86,0.0
2009-06-25 21:00:00,0.86,0.0
2009-06-25 22:00:00,0.86,0.0
2009-06-25 23:00:00,0.86,0.0
2009-06-26 00:00:00,0.86,0.0
2009-06-26 01:00:00,0.86,0.0
2009-06-26 02:00:00,0.86,0.0
2009-06-26 03:00:00,0.86,0.0
2009-06-26 04:00:00,0.86,0.0
2009-06-26 05:00:00,0.86,0.0
2009-06-26 06:00:00,0.86,0.0
2009-06-26 07:00:00,0.86,0.0
2009-06-26 08:00:00,0.86,0.0
2009-06-26 09:00:00,0.86,0.0
2009-06-26 10:00:00,0.86,0.0
2009-06-26 11:00:00,0.86,0.0
2009-06-26 12:00:00,0.86,0.0
2009-06-26 13:00:00,0.86,0.0
2009-06-26 14:00:00,0.86,0.0
2009-06-26 15:00:00,0.86,0.0
2009-06-26 16:00:00,0.86,0.0
2009-06-26 17:00:00,0.86,0.0
2009-06-26 18:00:00,0.86,0.0
2009-06-26 19:00:00,0.86,0.0
2009-06-26 20:00:00,0.86,0.0
2009-06-26 21:00:00,0.86,0.0
2009-06-26 22:00:00,0.86,0.0
2009-06-26 23:00:00,0.85,0.0
2009-06-27 00:00:00,0.84,0.0
2009-06-27 01:00:00,0.83,0.0
2009-06-27 02:00:00,0.82,0.0
2009-06-27 03:00:00,0.81,0.0
2009-06-27 04:00:00,0.8,0.0
2009-06-27 05:00:00,0.8,0.0
2009-06-27 06:00:00,0.79,0.0
2009-06-27 07:00:00,0.78,0.0
2009-06-27 08:00:00,0.78,0.0
2009-06-27 09:00:00,0.78,0.0
2009-06-27 10:00:00,0.78,0.0
2009-06-27 11:00:00,0.78,0.0
2009-06-27 12:00:00,0.78,0.0
2009-06-27 13:00:00,0.78,0.0
2009-06-27 14:00:00,0.78,0.0
2009-06-27 15:00:00,0.78,0.0
2009-06-27 16:00:00,0.78,0.0
